(customerName),(productName),(productLine),(orderDate),(orderMonth),(orderYear),(orderQuarter),(dollar_sales)
"Kelly's Gift Shop","1928 British Royal Navy Airplane","Planes","2004-12-16 00:00:00","12","2004","4",2,335
"Kelly's Gift Shop","18th century schooner","Ships","2004-12-16 00:00:00","12","2004","4",3,124
"Kelly's Gift Shop","1900s Vintage Bi-Plane","Planes","2004-12-16 00:00:00","12","2004","4",2,719
"Kelly's Gift Shop","1912 Ford Model T Delivery Wagon","Vintage Cars","2004-12-16 00:00:00","12","2004","4",2,549
"Kelly's Gift Shop","1940 Ford Delivery Sedan","Vintage Cars","2004-12-16 00:00:00","12","2004","4",1,734
"Kelly's Gift Shop","The Schooner Bluenose","Ships","2004-12-16 00:00:00","12","2004","4",2,069
"Kelly's Gift Shop","The Mayflower","Ships","2004-12-16 00:00:00","12","2004","4",2,252
"Kelly's Gift Shop","The USS Constitution Ship","Ships","2004-12-16 00:00:00","12","2004","4",2,103
"Kelly's Gift Shop","The Titanic","Ships","2004-12-16 00:00:00","12","2004","4",2,910
"Kelly's Gift Shop","The Queen Mary","Ships","2004-12-16 00:00:00","12","2004","4",2,863
"Kelly's Gift Shop","Pont Yacht","Ships","2004-12-16 00:00:00","12","2004","4",1,676
"Souveniers And Things Co.","1969 Harley Davidson Ultimate Chopper","Motorcycles","2004-12-17 00:00:00","12","2004","4",1,857
"Souveniers And Things Co.","1996 Moto Guzzi 1100i","Motorcycles","2004-12-17 00:00:00","12","2004","4",2,969
"Souveniers And Things Co.","1937 Horch 930V Limousine","Vintage Cars","2004-12-17 00:00:00","12","2004","4",2,124
"Souveniers And Things Co.","Corsair F4U ( Bird Cage)","Planes","2004-12-17 00:00:00","12","2004","4",1,597
"Souveniers And Things Co.","1900s Vintage Tri-Plane","Planes","2004-12-17 00:00:00","12","2004","4",1,721
"Souveniers And Things Co.","1928 Ford Phaeton Deluxe","Vintage Cars","2004-12-17 00:00:00","12","2004","4",2,764
"Souveniers And Things Co.","1930 Buick Marquette Phaeton","Vintage Cars","2004-12-17 00:00:00","12","2004","4",1,181
"Souveniers And Things Co.","American Airlines: B767-300","Planes","2004-12-17 00:00:00","12","2004","4",1,772
"Souveniers And Things Co.","HMS Bounty","Ships","2004-12-17 00:00:00","12","2004","4",2,064
"Souveniers And Things Co.","America West Airlines B757-200","Planes","2004-12-17 00:00:00","12","2004","4",2,385
"Souveniers And Things Co.","ATA: B757-300","Planes","2004-12-17 00:00:00","12","2004","4",4,751
"Souveniers And Things Co.","F/A 18 Hornet 1/72","Planes","2004-12-17 00:00:00","12","2004","4",3,379
"Souveniers And Things Co.","American Airlines: MD-11S","Planes","2004-12-17 00:00:00","12","2004","4",2,177
"Souveniers And Things Co.","Boeing X-32A JSF","Planes","2004-12-17 00:00:00","12","2004","4",1,096
"Technics Stores Inc.","2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2005-01-05 00:00:00","1","2005","1",4,005
"Technics Stores Inc.","2002 Suzuki XREO","Motorcycles","2005-01-05 00:00:00","1","2005","1",2,883
"Technics Stores Inc.","1936 Harley Davidson El Knucklehead","Motorcycles","2005-01-05 00:00:00","1","2005","1",1,240
"Technics Stores Inc.","1997 BMW R 1100 S","Motorcycles","2005-01-05 00:00:00","1","2005","1",4,565
"Suominen Souveniers","1968 Ford Mustang","Classic Cars","2005-01-06 00:00:00","1","2005","1",5,971
"Suominen Souveniers","1968 Dodge Charger","Classic Cars","2005-01-06 00:00:00","1","2005","1",3,634
"Suominen Souveniers","1970 Plymouth Hemi Cuda","Classic Cars","2005-01-06 00:00:00","1","2005","1",2,333
"Suominen Souveniers","1969 Dodge Charger","Classic Cars","2005-01-06 00:00:00","1","2005","1",4,767
"Suominen Souveniers","1948 Porsche 356-A Roadster","Classic Cars","2005-01-06 00:00:00","1","2005","1",1,355
"Suominen Souveniers","1969 Dodge Super Bee","Classic Cars","2005-01-06 00:00:00","1","2005","1",3,181
"Suominen Souveniers","1976 Ford Gran Torino","Classic Cars","2005-01-06 00:00:00","1","2005","1",2,999
"Suominen Souveniers","1957 Vespa GS150","Motorcycles","2005-01-06 00:00:00","1","2005","1",1,671
"Suominen Souveniers","1957 Corvette Convertible","Classic Cars","2005-01-06 00:00:00","1","2005","1",3,458
"Suominen Souveniers","1960 BSA Gold Star DBD34","Motorcycles","2005-01-06 00:00:00","1","2005","1",1,472
"Suominen Souveniers","1982 Ducati 900 Monster","Motorcycles","2005-01-06 00:00:00","1","2005","1",2,412
"Suominen Souveniers","1971 Alpine Renault 1600s","Classic Cars","2005-01-06 00:00:00","1","2005","1",1,093
"Suominen Souveniers","1956 Porsche 356A Coupe","Classic Cars","2005-01-06 00:00:00","1","2005","1",3,526
"Suominen Souveniers","1961 Chevrolet Impala","Classic Cars","2005-01-06 00:00:00","1","2005","1",3,268
"Suominen Souveniers","1997 BMW F650 ST","Motorcycles","2005-01-06 00:00:00","1","2005","1",4,645
"Marseille Mini Autos","1982 Ducati 996 R","Motorcycles","2005-01-06 00:00:00","1","2005","1",1,835
"Mini Creations Ltd.","1993 Mazda RX-7","Classic Cars","2005-01-07 00:00:00","1","2005","1",3,482
"Mini Creations Ltd.","1974 Ducati 350 Mk3 Desmo","Motorcycles","2005-01-07 00:00:00","1","2005","1",1,819
"Mini Creations Ltd.","2002 Yamaha YZR M1","Motorcycles","2005-01-07 00:00:00","1","2005","1",3,007
"Royale Belge","1995 Honda Civic","Classic Cars","2005-01-10 00:00:00","1","2005","1",3,966
"Royale Belge","1999 Indy 500 Monte Carlo SS","Classic Cars","2005-01-10 00:00:00","1","2005","1",5,174
"Royale Belge","1992 Ferrari 360 Spider red","Classic Cars","2005-01-10 00:00:00","1","2005","1",5,239
"Toys4GrownUps.com","1965 Aston Martin DB5","Classic Cars","2005-01-12 00:00:00","1","2005","1",5,183
"Toys4GrownUps.com","1917 Grand Touring Sedan","Vintage Cars","2005-01-12 00:00:00","1","2005","1",5,347
"Toys4GrownUps.com","1911 Ford Town Car","Vintage Cars","2005-01-12 00:00:00","1","2005","1",2,261
"Toys4GrownUps.com","1932 Model A Ford J-Coupe","Vintage Cars","2005-01-12 00:00:00","1","2005","1",3,364
"Toys4GrownUps.com","1928 Mercedes-Benz SSK","Vintage Cars","2005-01-12 00:00:00","1","2005","1",4,482
"Toys4GrownUps.com","1948 Porsche Type 356 Roadster","Classic Cars","2005-01-12 00:00:00","1","2005","1",6,044
"Toys4GrownUps.com","1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","2005-01-12 00:00:00","1","2005","1",3,324
"Toys4GrownUps.com","1957 Ford Thunderbird","Classic Cars","2005-01-12 00:00:00","1","2005","1",2,948
"Toys4GrownUps.com","1970 Chevy Chevelle SS 454","Classic Cars","2005-01-12 00:00:00","1","2005","1",1,528
"Toys4GrownUps.com","1966 Shelby Cobra 427 S/C","Classic Cars","2005-01-12 00:00:00","1","2005","1",1,912
"Toys4GrownUps.com","1939 Chevrolet Deluxe Coupe","Vintage Cars","2005-01-12 00:00:00","1","2005","1",679
"Toys4GrownUps.com","1938 Cadillac V-16 Presidential Limousine","Vintage Cars","2005-01-12 00:00:00","1","2005","1",1,204
"Toys4GrownUps.com","1982 Lamborghini Diablo","Classic Cars","2005-01-12 00:00:00","1","2005","1",1,305
"Mini Gifts Distributors Ltd.","1949 Jaguar XK 120","Classic Cars","2005-01-19 00:00:00","1","2005","1",2,944
"Mini Gifts Distributors Ltd.","1952 Citroen-15CV","Classic Cars","2005-01-19 00:00:00","1","2005","1",3,568
"Mini Gifts Distributors Ltd.","1969 Chevrolet Camaro Z28","Classic Cars","2005-01-19 00:00:00","1","2005","1",3,820
"Mini Gifts Distributors Ltd.","2002 Chevy Corvette","Classic Cars","2005-01-19 00:00:00","1","2005","1",1,863
"Mini Gifts Distributors Ltd.","1936 Mercedes Benz 500k Roadster","Vintage Cars","2005-01-19 00:00:00","1","2005","1",1,680
"Collectables For Less Inc.","1952 Alpine Renault 1300","Classic Cars","2005-01-20 00:00:00","1","2005","1",7,995
"Collectables For Less Inc.","1937 Lincoln Berline","Vintage Cars","2005-01-20 00:00:00","1","2005","1",3,933
"Collectables For Less Inc.","1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2005-01-20 00:00:00","1","2005","1",1,484
"Collectables For Less Inc.","1913 Ford Model T Speedster","Vintage Cars","2005-01-20 00:00:00","1","2005","1",4,213
"Collectables For Less Inc.","1934 Ford V8 Coupe","Vintage Cars","2005-01-20 00:00:00","1","2005","1",1,452
"Collectables For Less Inc.","18th Century Vintage Horse Carriage","Vintage Cars","2005-01-20 00:00:00","1","2005","1",1,891
"Collectables For Less Inc.","1917 Maxwell Touring Car","Vintage Cars","2005-01-20 00:00:00","1","2005","1",3,616
"Collectables For Less Inc.","1936 Chrysler Airflow","Vintage Cars","2005-01-20 00:00:00","1","2005","1",3,740
"Anna's Decorations, Ltd","1962 LanciaA Delta 16V","Classic Cars","2005-01-20 00:00:00","1","2005","1",4,499
"Anna's Decorations, Ltd","1958 Setra Bus","Trucks and Buses","2005-01-20 00:00:00","1","2005","1",6,295
"Anna's Decorations, Ltd","1940 Ford Pickup Truck","Trucks and Buses","2005-01-20 00:00:00","1","2005","1",2,709
"Anna's Decorations, Ltd","1964 Mercedes Tour Bus","Trucks and Buses","2005-01-20 00:00:00","1","2005","1",2,241
"Anna's Decorations, Ltd","1926 Ford Fire Engine","Trucks and Buses","2005-01-20 00:00:00","1","2005","1",1,324
"Anna's Decorations, Ltd","1992 Ferrari 360 Spider red","Classic Cars","2005-01-20 00:00:00","1","2005","1",4,527
"Anna's Decorations, Ltd","1940s Ford truck","Trucks and Buses","2005-01-20 00:00:00","1","2005","1",3,055
"Anna's Decorations, Ltd","1939 Cadillac Limousine","Vintage Cars","2005-01-20 00:00:00","1","2005","1",835
"Anna's Decorations, Ltd","1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2005-01-20 00:00:00","1","2005","1",1,600
"Mini Gifts Distributors Ltd.","2001 Ferrari Enzo","Classic Cars","2005-01-23 00:00:00","1","2005","1",5,719
"Mini Gifts Distributors Ltd.","1957 Chevy Pickup","Trucks and Buses","2005-01-23 00:00:00","1","2005","1",5,110
"Mini Gifts Distributors Ltd.","1998 Chrysler Plymouth Prowler","Classic Cars","2005-01-23 00:00:00","1","2005","1",4,012
"Mini Gifts Distributors Ltd.","1970 Dodge Coronet","Classic Cars","2005-01-23 00:00:00","1","2005","1",1,344
"Mini Gifts Distributors Ltd.","1962 Volkswagen Microbus","Trucks and Buses","2005-01-23 00:00:00","1","2005","1",2,530
"Mini Gifts Distributors Ltd.","1958 Chevy Corvette Limited Edition","Classic Cars","2005-01-23 00:00:00","1","2005","1",1,575
"Mini Gifts Distributors Ltd.","1992 Porsche Cayenne Turbo Silver","Classic Cars","2005-01-23 00:00:00","1","2005","1",2,683
"Mini Gifts Distributors Ltd.","1980Ã¢â‚¬â„¢s GM Manhattan Express","Trucks and Buses","2005-01-23 00:00:00","1","2005","1",2,154
"Mini Gifts Distributors Ltd.","1954 Greyhound Scenicruiser","Trucks and Buses","2005-01-23 00:00:00","1","2005","1",887
"Mini Gifts Distributors Ltd.","1950's Chicago Surface Lines Streetcar","Trains","2005-01-23 00:00:00","1","2005","1",1,603
"Mini Gifts Distributors Ltd.","Diamond T620 Semi-Skirted Tanker","Trucks and Buses","2005-01-23 00:00:00","1","2005","1",4,667
"Mini Gifts Distributors Ltd.","1982 Camaro Z28","Classic Cars","2005-01-23 00:00:00","1","2005","1",2,854
"Tokyo Collectables, Ltd","1969 Corvair Monza","Classic Cars","2005-01-26 00:00:00","1","2005","1",5,862
"Tokyo Collectables, Ltd","1969 Ford Falcon","Classic Cars","2005-01-26 00:00:00","1","2005","1",4,765
"Tokyo Collectables, Ltd","1903 Ford Model A","Vintage Cars","2005-01-26 00:00:00","1","2005","1",3,672
"Tokyo Collectables, Ltd","Collectable Wooden Train","Trains","2005-01-26 00:00:00","1","2005","1",2,294
"Tokyo Collectables, Ltd","1970 Triumph Spitfire","Classic Cars","2005-01-26 00:00:00","1","2005","1",5,722
"Tokyo Collectables, Ltd","1904 Buick Runabout","Vintage Cars","2005-01-26 00:00:00","1","2005","1",3,239
"Tokyo Collectables, Ltd","18th century schooner","Ships","2005-01-26 00:00:00","1","2005","1",3,774
"Tokyo Collectables, Ltd","1962 City of Detroit Streetcar","Trains","2005-01-26 00:00:00","1","2005","1",1,364
"Tokyo Collectables, Ltd","The Mayflower","Ships","2005-01-26 00:00:00","1","2005","1",3,277
"Oulu Toy Supplies, Inc.","1972 Alfa Romeo GTA","Classic Cars","2005-01-31 00:00:00","1","2005","1",4,614
"Oulu Toy Supplies, Inc.","1980s Black Hawk Helicopter","Planes","2005-01-31 00:00:00","1","2005","1",4,018
"Oulu Toy Supplies, Inc.","1999 Yamaha Speed Boat","Ships","2005-01-31 00:00:00","1","2005","1",1,665
"Oulu Toy Supplies, Inc.","1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","2005-01-31 00:00:00","1","2005","1",4,976
"Oulu Toy Supplies, Inc.","1900s Vintage Bi-Plane","Planes","2005-01-31 00:00:00","1","2005","1",2,239
"Oulu Toy Supplies, Inc.","1912 Ford Model T Delivery Wagon","Vintage Cars","2005-01-31 00:00:00","1","2005","1",2,716
"Oulu Toy Supplies, Inc.","1937 Horch 930V Limousine","Vintage Cars","2005-01-31 00:00:00","1","2005","1",2,480
"Oulu Toy Supplies, Inc.","1940 Ford Delivery Sedan","Vintage Cars","2005-01-31 00:00:00","1","2005","1",1,929
"Oulu Toy Supplies, Inc.","Corsair F4U ( Bird Cage)","Planes","2005-01-31 00:00:00","1","2005","1",2,422
"Oulu Toy Supplies, Inc.","The Schooner Bluenose","Ships","2005-01-31 00:00:00","1","2005","1",2,552
"Oulu Toy Supplies, Inc.","HMS Bounty","Ships","2005-01-31 00:00:00","1","2005","1",2,462
"Oulu Toy Supplies, Inc.","The USS Constitution Ship","Ships","2005-01-31 00:00:00","1","2005","1",2,845
"Oulu Toy Supplies, Inc.","The Titanic","Ships","2005-01-31 00:00:00","1","2005","1",3,201
"Oulu Toy Supplies, Inc.","The Queen Mary","Ships","2005-01-31 00:00:00","1","2005","1",3,087
"Oulu Toy Supplies, Inc.","American Airlines: MD-11S","Planes","2005-01-31 00:00:00","1","2005","1",3,065
"Oulu Toy Supplies, Inc.","Boeing X-32A JSF","Planes","2005-01-31 00:00:00","1","2005","1",1,105
"Oulu Toy Supplies, Inc.","Pont Yacht","Ships","2005-01-31 00:00:00","1","2005","1",1,393
"Australian Gift Network, Co","1996 Moto Guzzi 1100i","Motorcycles","2005-02-02 00:00:00","2","2005","1",4,499
"Australian Gift Network, Co","2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2005-02-02 00:00:00","2","2005","1",3,494
"Australian Gift Network, Co","P-51-D Mustang","Planes","2005-02-02 00:00:00","2","2005","1",3,158
"Australian Gift Network, Co","1936 Harley Davidson El Knucklehead","Motorcycles","2005-02-02 00:00:00","2","2005","1",1,066
"Australian Gift Network, Co","1997 BMW R 1100 S","Motorcycles","2005-02-02 00:00:00","2","2005","1",4,283
"Australian Gift Network, Co","1928 British Royal Navy Airplane","Planes","2005-02-02 00:00:00","2","2005","1",4,933
"La Rochelle Gifts","1969 Harley Davidson Ultimate Chopper","Motorcycles","2005-02-03 00:00:00","2","2005","1",1,608
"La Rochelle Gifts","1968 Ford Mustang","Classic Cars","2005-02-03 00:00:00","2","2005","1",8,318
"La Rochelle Gifts","2002 Suzuki XREO","Motorcycles","2005-02-03 00:00:00","2","2005","1",7,380
"La Rochelle Gifts","1960 BSA Gold Star DBD34","Motorcycles","2005-02-03 00:00:00","2","2005","1",1,542
"La Rochelle Gifts","1982 Ducati 900 Monster","Motorcycles","2005-02-03 00:00:00","2","2005","1",1,205
"La Rochelle Gifts","1900s Vintage Tri-Plane","Planes","2005-02-03 00:00:00","2","2005","1",2,586
"La Rochelle Gifts","1997 BMW F650 ST","Motorcycles","2005-02-03 00:00:00","2","2005","1",3,252
"La Rochelle Gifts","1928 Ford Phaeton Deluxe","Vintage Cars","2005-02-03 00:00:00","2","2005","1",2,633
"La Rochelle Gifts","1974 Ducati 350 Mk3 Desmo","Motorcycles","2005-02-03 00:00:00","2","2005","1",3,975
"La Rochelle Gifts","1930 Buick Marquette Phaeton","Vintage Cars","2005-02-03 00:00:00","2","2005","1",1,775
"La Rochelle Gifts","2002 Yamaha YZR M1","Motorcycles","2005-02-03 00:00:00","2","2005","1",3,389
"La Rochelle Gifts","American Airlines: B767-300","Planes","2005-02-03 00:00:00","2","2005","1",3,210
"La Rochelle Gifts","America West Airlines B757-200","Planes","2005-02-03 00:00:00","2","2005","1",3,126
"La Rochelle Gifts","ATA: B757-300","Planes","2005-02-03 00:00:00","2","2005","1",2,462
"La Rochelle Gifts","F/A 18 Hornet 1/72","Planes","2005-02-03 00:00:00","2","2005","1",3,062
"Boards & Toys Co.","1968 Dodge Charger","Classic Cars","2005-02-08 00:00:00","2","2005","1",3,453
"Toys of Finland, Co.","1970 Plymouth Hemi Cuda","Classic Cars","2005-02-09 00:00:00","2","2005","1",1,571
"Toys of Finland, Co.","1969 Dodge Charger","Classic Cars","2005-02-09 00:00:00","2","2005","1",5,643
"Toys of Finland, Co.","1993 Mazda RX-7","Classic Cars","2005-02-09 00:00:00","2","2005","1",4,360
"Toys of Finland, Co.","1948 Porsche 356-A Roadster","Classic Cars","2005-02-09 00:00:00","2","2005","1",1,910
"Toys of Finland, Co.","1995 Honda Civic","Classic Cars","2005-02-09 00:00:00","2","2005","1",4,506
"Toys of Finland, Co.","1992 Ferrari 360 Spider red","Classic Cars","2005-02-09 00:00:00","2","2005","1",5,614
"Euro+ Shopping Channel","1965 Aston Martin DB5","Classic Cars","2005-02-10 00:00:00","2","2005","1",4,146
"Euro+ Shopping Channel","1969 Dodge Super Bee","Classic Cars","2005-02-10 00:00:00","2","2005","1",1,468
"Euro+ Shopping Channel","1976 Ford Gran Torino","Classic Cars","2005-02-10 00:00:00","2","2005","1",6,321
"Euro+ Shopping Channel","1957 Vespa GS150","Motorcycles","2005-02-10 00:00:00","2","2005","1",1,688
"Euro+ Shopping Channel","1957 Corvette Convertible","Classic Cars","2005-02-10 00:00:00","2","2005","1",5,979
"Euro+ Shopping Channel","1982 Lamborghini Diablo","Classic Cars","2005-02-10 00:00:00","2","2005","1",1,254
"Euro+ Shopping Channel","1971 Alpine Renault 1600s","Classic Cars","2005-02-10 00:00:00","2","2005","1",2,422
"Euro+ Shopping Channel","1956 Porsche 356A Coupe","Classic Cars","2005-02-10 00:00:00","2","2005","1",4,264
"Euro+ Shopping Channel","1961 Chevrolet Impala","Classic Cars","2005-02-10 00:00:00","2","2005","1",3,314
"Euro+ Shopping Channel","1982 Ducati 996 R","Motorcycles","2005-02-10 00:00:00","2","2005","1",1,432
"Euro+ Shopping Channel","1917 Grand Touring Sedan","Vintage Cars","2005-02-10 00:00:00","2","2005","1",6,100
"Euro+ Shopping Channel","1911 Ford Town Car","Vintage Cars","2005-02-10 00:00:00","2","2005","1",1,373
"Euro+ Shopping Channel","1999 Indy 500 Monte Carlo SS","Classic Cars","2005-02-10 00:00:00","2","2005","1",3,292
"Euro+ Shopping Channel","1948 Porsche Type 356 Roadster","Classic Cars","2005-02-10 00:00:00","2","2005","1",4,295
"Euro+ Shopping Channel","1966 Shelby Cobra 427 S/C","Classic Cars","2005-02-10 00:00:00","2","2005","1",1,562
"Euro+ Shopping Channel","1937 Lincoln Berline","Vintage Cars","2005-02-16 00:00:00","2","2005","1",2,386
"Euro+ Shopping Channel","1932 Model A Ford J-Coupe","Vintage Cars","2005-02-16 00:00:00","2","2005","1",4,780
"Euro+ Shopping Channel","1928 Mercedes-Benz SSK","Vintage Cars","2005-02-16 00:00:00","2","2005","1",3,296
"Euro+ Shopping Channel","1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","2005-02-16 00:00:00","2","2005","1",2,503
"Euro+ Shopping Channel","1957 Ford Thunderbird","Classic Cars","2005-02-16 00:00:00","2","2005","1",1,608
"Euro+ Shopping Channel","1970 Chevy Chevelle SS 454","Classic Cars","2005-02-16 00:00:00","2","2005","1",2,274
"Euro+ Shopping Channel","1939 Chevrolet Deluxe Coupe","Vintage Cars","2005-02-16 00:00:00","2","2005","1",956
"Euro+ Shopping Channel","1938 Cadillac V-16 Presidential Limousine","Vintage Cars","2005-02-16 00:00:00","2","2005","1",1,016
"Euro+ Shopping Channel","1949 Jaguar XK 120","Classic Cars","2005-02-16 00:00:00","2","2005","1",2,781
"Euro+ Shopping Channel","1952 Citroen-15CV","Classic Cars","2005-02-16 00:00:00","2","2005","1",4,909
"Euro+ Shopping Channel","1969 Chevrolet Camaro Z28","Classic Cars","2005-02-16 00:00:00","2","2005","1",3,390
"Euro+ Shopping Channel","2002 Chevy Corvette","Classic Cars","2005-02-16 00:00:00","2","2005","1",3,095
"Euro+ Shopping Channel","1936 Mercedes Benz 500k Roadster","Vintage Cars","2005-02-16 00:00:00","2","2005","1",1,411
"Corporate Gift Ideas Co.","1952 Alpine Renault 1300","Classic Cars","2005-02-17 00:00:00","2","2005","1",6,558
"Corporate Gift Ideas Co.","1962 LanciaA Delta 16V","Classic Cars","2005-02-17 00:00:00","2","2005","1",5,139
"Corporate Gift Ideas Co.","1958 Setra Bus","Trucks and Buses","2005-02-17 00:00:00","2","2005","1",2,651
"Corporate Gift Ideas Co.","1940 Ford Pickup Truck","Trucks and Buses","2005-02-17 00:00:00","2","2005","1",5,488
"Corporate Gift Ideas Co.","1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2005-02-17 00:00:00","2","2005","1",1,240
"Corporate Gift Ideas Co.","1926 Ford Fire Engine","Trucks and Buses","2005-02-17 00:00:00","2","2005","1",2,127
"Corporate Gift Ideas Co.","1913 Ford Model T Speedster","Vintage Cars","2005-02-17 00:00:00","2","2005","1",4,112
"Corporate Gift Ideas Co.","1934 Ford V8 Coupe","Vintage Cars","2005-02-17 00:00:00","2","2005","1",2,049
"Corporate Gift Ideas Co.","18th Century Vintage Horse Carriage","Vintage Cars","2005-02-17 00:00:00","2","2005","1",3,262
"Mini Gifts Distributors Ltd.","2001 Ferrari Enzo","Classic Cars","2005-02-17 00:00:00","2","2005","1",5,652
"Mini Gifts Distributors Ltd.","1969 Corvair Monza","Classic Cars","2005-02-17 00:00:00","2","2005","1",5,366
"Mini Gifts Distributors Ltd.","1969 Ford Falcon","Classic Cars","2005-02-17 00:00:00","2","2005","1",4,883
"Mini Gifts Distributors Ltd.","1957 Chevy Pickup","Trucks and Buses","2005-02-17 00:00:00","2","2005","1",3,299
"Mini Gifts Distributors Ltd.","1998 Chrysler Plymouth Prowler","Classic Cars","2005-02-17 00:00:00","2","2005","1",4,012
"Mini Gifts Distributors Ltd.","1917 Maxwell Touring Car","Vintage Cars","2005-02-17 00:00:00","2","2005","1",4,217
"Mini Gifts Distributors Ltd.","1940s Ford truck","Trucks and Buses","2005-02-17 00:00:00","2","2005","1",4,486
"Mini Gifts Distributors Ltd.","1939 Cadillac Limousine","Vintage Cars","2005-02-17 00:00:00","2","2005","1",1,805
"Mini Gifts Distributors Ltd.","1962 Volkswagen Microbus","Trucks and Buses","2005-02-17 00:00:00","2","2005","1",2,402
"Mini Gifts Distributors Ltd.","1936 Chrysler Airflow","Vintage Cars","2005-02-17 00:00:00","2","2005","1",3,214
"Mini Gifts Distributors Ltd.","1980Ã¢â‚¬â„¢s GM Manhattan Express","Trucks and Buses","2005-02-17 00:00:00","2","2005","1",2,229
"Mini Gifts Distributors Ltd.","1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2005-02-17 00:00:00","2","2005","1",2,761
"Mini Gifts Distributors Ltd.","1982 Camaro Z28","Classic Cars","2005-02-17 00:00:00","2","2005","1",3,439
"Euro+ Shopping Channel","1964 Mercedes Tour Bus","Trucks and Buses","2005-02-22 00:00:00","2","2005","1",3,214
"Euro+ Shopping Channel","1903 Ford Model A","Vintage Cars","2005-02-22 00:00:00","2","2005","1",3,016
"Euro+ Shopping Channel","1992 Ferrari 360 Spider red","Classic Cars","2005-02-22 00:00:00","2","2005","1",7,322
"Euro+ Shopping Channel","Collectable Wooden Train","Trains","2005-02-22 00:00:00","2","2005","1",2,176
"Euro+ Shopping Channel","1970 Triumph Spitfire","Classic Cars","2005-02-22 00:00:00","2","2005","1",5,239
"Euro+ Shopping Channel","1904 Buick Runabout","Vintage Cars","2005-02-22 00:00:00","2","2005","1",2,163
"Euro+ Shopping Channel","1970 Dodge Coronet","Classic Cars","2005-02-22 00:00:00","2","2005","1",1,157
"Euro+ Shopping Channel","1958 Chevy Corvette Limited Edition","Classic Cars","2005-02-22 00:00:00","2","2005","1",1,330
"Euro+ Shopping Channel","1992 Porsche Cayenne Turbo Silver","Classic Cars","2005-02-22 00:00:00","2","2005","1",2,459
"Euro+ Shopping Channel","1954 Greyhound Scenicruiser","Trucks and Buses","2005-02-22 00:00:00","2","2005","1",1,714
"Euro+ Shopping Channel","1950's Chicago Surface Lines Streetcar","Trains","2005-02-22 00:00:00","2","2005","1",2,461
"Euro+ Shopping Channel","Diamond T620 Semi-Skirted Tanker","Trucks and Buses","2005-02-22 00:00:00","2","2005","1",2,753
"Euro+ Shopping Channel","1962 City of Detroit Streetcar","Trains","2005-02-22 00:00:00","2","2005","1",1,848
"Corporate Gift Ideas Co.","1972 Alfa Romeo GTA","Classic Cars","2005-02-23 00:00:00","2","2005","1",4,393
"Corporate Gift Ideas Co.","18th century schooner","Ships","2005-02-23 00:00:00","2","2005","1",3,200
"Corporate Gift Ideas Co.","1912 Ford Model T Delivery Wagon","Vintage Cars","2005-02-23 00:00:00","2","2005","1",3,083
"Corporate Gift Ideas Co.","The Mayflower","Ships","2005-02-23 00:00:00","2","2005","1",3,480
"Mini Gifts Distributors Ltd.","1940 Ford Delivery Sedan","Vintage Cars","2005-02-28 00:00:00","2","2005","1",2,917
"Mini Gifts Distributors Ltd.","The Schooner Bluenose","Ships","2005-02-28 00:00:00","2","2005","1",1,550
"Euro+ Shopping Channel","1980s Black Hawk Helicopter","Planes","2005-03-01 00:00:00","3","2005","1",3,272
"Euro+ Shopping Channel","P-51-D Mustang","Planes","2005-03-01 00:00:00","3","2005","1",1,526
"Euro+ Shopping Channel","1999 Yamaha Speed Boat","Ships","2005-03-01 00:00:00","3","2005","1",2,705
"Euro+ Shopping Channel","1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","2005-03-01 00:00:00","3","2005","1",2,213
"Euro+ Shopping Channel","1928 British Royal Navy Airplane","Planes","2005-03-01 00:00:00","3","2005","1",3,358
"Euro+ Shopping Channel","1900s Vintage Bi-Plane","Planes","2005-03-01 00:00:00","3","2005","1",2,218
"Euro+ Shopping Channel","1937 Horch 930V Limousine","Vintage Cars","2005-03-01 00:00:00","3","2005","1",1,910
"Euro+ Shopping Channel","Corsair F4U ( Bird Cage)","Planes","2005-03-01 00:00:00","3","2005","1",2,294
"Euro+ Shopping Channel","1900s Vintage Tri-Plane","Planes","2005-03-01 00:00:00","3","2005","1",3,587
"Euro+ Shopping Channel","HMS Bounty","Ships","2005-03-01 00:00:00","3","2005","1",2,468
"Euro+ Shopping Channel","America West Airlines B757-200","Planes","2005-03-01 00:00:00","3","2005","1",3,358
"Euro+ Shopping Channel","The USS Constitution Ship","Ships","2005-03-01 00:00:00","3","2005","1",2,487
"Euro+ Shopping Channel","F/A 18 Hornet 1/72","Planes","2005-03-01 00:00:00","3","2005","1",2,176
"Euro+ Shopping Channel","The Titanic","Ships","2005-03-01 00:00:00","3","2005","1",3,741
